Statistik från Skolverket, https://www.skolverket.se

Grundskola - Antal elever per årskurs
Valt läsår: 2025/26

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Elever, årskurs 1-9;Andel (%) flickor, årskurs 1-9;Andel (%) elever med utländsk bakgrund, åk 1-9;Andel (%) elever med föräldrar med eftergymnasial utb., åk 1-9;Elever, årskurs 1;Elever, årskurs 2;Elever, årskurs 3;Elever, årskurs 4;Elever, årskurs 5;Elever, årskurs 6;Elever, årskurs 7;Elever, årskurs 8;Elever, årskurs 9;Socioekonomisk områdestyp;
Kunskapsskolan Tumba;84411355;Botkyrka;0127;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;203;52,7;52,2;56,7;.;.;.;12;9;13;39;46;84;Områden med goda socioekonomiska förutsättningar;
Edessaskolan;16762245;Botkyrka;0127;Enskild;Stiftelsen Bar Hebreus;8024242391;166;53,0;44,0;66,3;28;30;28;24;27;29;.;.;.;Socioekonomiskt blandade områden;
Sverigefinska skolan, Botkyrka;57850353;Botkyrka;0127;Enskild;Sverigefinska Skolan i Botkyrka Aktiebolag;5565721247;104;52,9;17,3;57,7;12;15;11;15;14;10;13;11;3;Områden med goda socioekonomiska förutsättningar;
Stenbockskolan;81617288;Boxholm;0560;Kommunal;Boxholms kommun;2120000407;437;47,4;19,9;51,9;38;44;44;42;50;41;60;58;60;Socioekonomiskt blandade områden;
Åsbo skola;27814689;Boxholm;0560;Kommunal;Boxholms kommun;2120000407;114;49,1;6,1;51,8;19;16;22;17;25;15;.;.;.;Uppgift saknas;
Alvikenskolan;55163663;Bromölla;1272;Kommunal;Bromölla kommun;2120000894;323;49,8;25,4;57,3;49;45;67;57;56;49;.;.;.;Områden med goda socioekonomiska förutsättningar;
Dalaskolan Norra;87987096;Bromölla;1272;Kommunal;Bromölla kommun;2120000894;214;50,9;35,0;57,0;33;25;34;36;41;45;.;.;.;Socioekonomiskt blandade områden;
Dalaskolan Södra;79707757;Bromölla;1272;Kommunal;Bromölla kommun;2120000894;140;45,0;34,3;53,6;.;.;.;.;.;.;50;46;44;Socioekonomiskt blandade områden;
Edenryds skola;37658022;Bromölla;1272;Kommunal;Bromölla kommun;2120000894;105;41,0;10,5;69,5;13;20;19;22;16;15;.;.;.;Områden med goda socioekonomiska förutsättningar;
Gualövs skola;67942007;Bromölla;1272;Kommunal;Bromölla kommun;2120000894;40;37,5;..;45,0;6;8;6;3;7;10;.;.;.;Socioekonomiskt blandade områden;
Humleskolan;18195751;Bromölla;1272;Kommunal;Bromölla kommun;2120000894;276;54,7;25,4;45,7;.;.;.;.;.;.;85;89;102;Områden med goda socioekonomiska förutsättningar;
Näsums skola;43549980;Bromölla;1272;Kommunal;Bromölla kommun;2120000894;118;51,7;10,2;46,6;18;25;14;24;19;18;.;.;.;Socioekonomiskt blandade områden;
Bräcke skola;63287550;Bräcke;2305;Kommunal;Bräcke kommun;2120002460;230;44,3;38,3;42,6;28;28;28;26;26;24;25;24;21;Områden med socioekonomiska utmaningar;
Gällö skola;34671510;Bräcke;2305;Kommunal;Bräcke kommun;2120002460;253;48,6;13,8;47,8;24;30;36;25;35;18;34;22;29;Uppgift saknas;
Kälarne skola;82223639;Bräcke;2305;Kommunal;Bräcke kommun;2120002460;75;49,3;22,7;57,3;9;7;7;9;6;11;6;11;9;Socioekonomiskt blandade områden;
Dalslundskolan 4-6;65794511;Burlöv;1231;Kommunal;Burlövs kommun;2120001025;315;52,7;17,1;81,0;.;.;.;111;107;97;.;.;.;Områden med goda socioekonomiska förutsättningar;
Dalslundskolan 7-9;58712142;Burlöv;1231;Kommunal;Burlövs kommun;2120001025;248;55,2;26,2;76,2;.;.;.;.;.;.;84;82;82;Områden med goda socioekonomiska förutsättningar;
Dalslundskolan F-3;63471148;Burlöv;1231;Kommunal;Burlövs kommun;2120001025;159;54,1;22,6;85,5;48;46;65;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Humlemadskolan;12436715;Burlöv;1231;Kommunal;Burlövs kommun;2120001025;206;44,7;72,3;46,1;40;43;33;39;28;23;.;.;.;Områden med socioekonomiska utmaningar;
Svanetorpskolan;55734921;Burlöv;1231;Kommunal;Burlövs kommun;2120001025;73;56,2;8,2;82,2;25;22;26;.;.;.;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Svenshögskolan;82378508;Burlöv;1231;Kommunal;Burlövs kommun;2120001025;277;52,3;76,2;47,3;50;52;40;50;40;45;.;.;.;Områden med socioekonomiska utmaningar;
Södervångskolan;64830407;Burlöv;1231;Kommunal;Burlövs kommun;2120001025;98;40,8;21,4;87,8;38;38;22;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Tågarpskolan;34882305;Burlöv;1231;Kommunal;Burlövs kommun;2120001025;320;47,5;54,1;53,8;49;59;52;54;64;42;.;.;.;Socioekonomiskt blandade områden;
Vårboskolan;95748172;Burlöv;1231;Kommunal;Burlövs kommun;2120001025;315;47,6;69,2;43,2;.;.;.;.;.;.;80;113;122;Områden med socioekonomiska utmaningar;
Båstad Montessoriskola Asken;35158169;Båstad;1278;Enskild;Båstad Montessori Ekonomisk Förening;7164367695;129;48,1;12,4;82,2;24;18;20;18;26;23;.;.;.;Områden med goda socioekonomiska förutsättningar;
Bjäre skola;64633692;Båstad;1278;Kommunal;Båstads kommun;2120000944;206;49,0;18,0;64,6;30;24;39;35;40;38;.;.;.;Områden med goda socioekonomiska förutsättningar;
Förslövs skola F-9;94453321;Båstad;1278;Kommunal;Båstads kommun;2120000944;479;47,6;22,8;61,6;39;43;37;39;28;47;73;94;79;Socioekonomiskt blandade områden;
Strandängsskolan F-9;16148785;Båstad;1278;Kommunal;Båstads kommun;2120000944;474;51,3;24,1;71,9;29;26;32;31;32;34;97;95;98;Socioekonomiskt blandade områden;
